index,Hip,ra_hours,dec_degrees,flamsteed,bayer,const,name,magnitude,epoch_year
2055,80569,16.45039952,-18.45619698,7,χ,Oph,,4.22,2000.25
2056,80582,16.45306883,-47.5547359,,ε,Nor,,4.46,2000.25
2057,80628,16.46339637,-8.37170055,3,υ,Oph,,4.62,2000.25
2058,80645,16.46590946,-64.05800515,,ι,TrA,,5.28,2000.25
2059,80650,16.46640365,68.76805491,15,,Dra,,4.94,2000.25
2060,80686,16.47438923,-70.08467012,,ζ,TrA,,4.9,2000.25
2061,80704,16.47736803,41.88169065,30,,Her,,4.83,2000.25
2062,80763,16.49012986,-26.43194608,21,α,Sco,Antares,1.06,2000.25
2063,80809,16.50168849,48.96122756,34,,Her,,6.44,2000.25
2064,80815,16.50346608,-25.11515935,22,,Sco,,4.79,2000.25
2065,80816,16.50368379,21.4896485,27,β,Her,,2.78,2000.25
2066,80883,16.51523367,1.98410056,10,λ,Oph,,3.82,2000.25
2067,80894,16.51899859,-16.61264015,8,φ,Oph,,4.29,2000.25
2068,80975,16.53560738,-21.46647783,9,ω,Oph,,4.45,2000.25
2069,81007,16.54324337,5.52122134,28,,Her,,5.63,2000.25
2070,81008,16.54344396,11.48823391,29,,Her,,4.84,2000.25
2071,81065,16.55762893,-78.89695917,,γ,Aps,,3.86,2000.25
2072,81122,16.56806118,-44.04530868,,μ,Nor,,4.86,2000.25
2073,81126,16.5683859,42.43689565,35,σ,Her,,4.2,2000.25
2074,81252,16.59576971,-65.49532908,,θ,TrA,,5.5,2000.25
2075,81266,16.59804428,-28.21596156,23,τ,Sco,,2.82,2000.25
2076,81290,16.60317578,52.89997858,16,,Dra,,5.53,2000.25
2077,81292,16.60381444,52.92435554,17,,Dra,,5.07,2000.25
2078,81300,16.6058843,-2.32383592,12,,Oph,,5.77,2000.25
2079,81377,16.61931389,-10.5671518,13,ζ,Oph,,2.54,2000.25
2080,81497,16.64580222,48.92827739,42,,Her,,4.86,2000.25
2081,81634,16.67643067,4.20722707,36,,Her,,6.92,2000.25
2082,81641,16.67741306,4.21981484,37,,Her,,5.77,2000.25
2083,81660,16.68197761,64.58908555,18,,Dra,,4.84,2000.25
2084,81693,16.68818808,31.60188695,40,ζ,Her,,2.81,2000.25
2085,81710,16.68975844,-68.2960944,,ς¹,TrA,,5.89,2000.25
2086,81729,16.69352733,26.91698945,39,,Her,,5.92,2000.25
2087,81734,16.69515019,1.18110145,14,,Oph,,5.74,2000.25
2088,81833,16.71492737,38.92246103,44,ς,Her,,3.48,2000.25
2089,81852,16.71817212,-77.51657182,,β,Aps,,4.23,2000.25
2090,82037,16.75824354,1.02014536,16,,Oph,,6.02,2000.25
2091,82073,16.76385916,8.58257816,43,,Her,,5.15,2000.25
2092,82080,16.76615597,82.03725071,22,ε,UMi,,4.21,2000.25
2093,82140,16.78092978,-25.5285363,25,,Sco,,6.72,2000.25
2094,82162,16.78604438,2.06456336,19,,Oph,,6.07,2000.25
2095,82216,16.79623089,5.24684013,45,,Her,,5.22,2000.25
2096,82273,16.81107382,-69.02763503,,α,TrA,,1.91,2000.25
2097,82321,16.82061092,45.9834478,52,,Her,,4.82,2000.25
2098,82363,16.82975317,-59.04131648,,ς,Ara,,3.77,2000.25
2099,82369,16.83054809,-10.78280069,20,,Oph,,4.64,2000.25
2100,82396,16.83617915,-34.29260982,26,ε,Sco,,2.29,2000.25
2101,82402,16.83870852,7.24770528,47,,Her,,5.48,2000.25
2102,82422,16.84415616,29.80654506,50,,Her,,5.73,2000.25
2103,82480,16.85692741,1.21598136,21,,Oph,,5.51,2000.25
2104,82504,16.86257093,24.65641963,51,,Her,,5.03,2000.25
2105,82514,16.86451079,-38.04732717,,μ¹,Sco,,3.0,2000.25
2106,82526,16.86801128,14.97420124,49,,Her,,6.51,2000.25
2107,82545,16.87226486,-38.01747781,,μ²,Sco,,3.56,2000.25
2108,82587,16.88281119,31.70171538,53,,Her,,5.34,2000.25
2109,82671,16.89992424,-42.36201968,,ζ¹,Sco,,4.7,2000.25
2110,82673,16.90013982,10.16544339,25,ι,Oph,,4.39,2000.25
2111,82729,16.90975143,-42.36075916,,ζ²,Sco,,3.62,2000.25
2112,82730,16.90991987,-6.15392897,23,,Oph,,5.23,2000.25
2113,82780,16.91726362,25.73072818,56,,Her,,6.06,2000.25
2114,82802,16.92284384,18.43318381,54,,Her,,5.35,2000.25
2115,82860,16.93371098,65.13467204,19,,Dra,,4.88,2000.25
2116,82898,16.94036542,65.03904488,20,,Dra,,6.4,2000.25
2117,82925,16.94667727,-23.15032178,24,,Oph,,5.57,2000.25
2118,82960,16.95310334,-33.2594689,27,,Sco,,5.48,2000.25
2119,82987,16.95862246,25.35280257,57,,Her,,6.27,2000.25
2120,83000,16.96118627,9.37505626,27,κ,Oph,,3.19,2000.25
2121,83081,16.97700854,-55.99005508,,ζ,Ara,,3.12,2000.25
2122,83153,16.99306851,-53.16049005,,ε¹,Ara,,4.06,2000.25
2123,83196,17.00263291,-24.98893659,26,,Oph,,5.74,2000.25
2124,83207,17.00483505,30.92633926,58,ε,Her,,3.92,2000.25
2125,83262,17.01767375,-4.22245426,30,,Oph,,4.82,2000.25
2126,83313,17.02676648,33.56826922,59,,Her,,5.27,2000.25
2127,83331,17.03090919,-18.88549646,29,,Oph,,6.28,2000.25
2128,83431,17.05241925,-53.23662642,,ε²,Ara,,5.27,2000.25
2129,83462,17.0583873,35.41415358,61,,Her,,6.19,2000.25
2130,83608,17.08893952,54.46986308,21,μ,Dra,,4.91,2000.25
2131,83613,17.08962783,12.74085469,60,,Her,,4.89,2000.25
2132,83895,17.1464514,65.71463676,22,ζ,Dra,,3.17,2000.25
2133,84012,17.17296177,-15.72514757,35,ς,Oph,,2.43,2000.25
2134,84054,17.18421416,24.23762081,63,,Her,,6.2,2000.25
2135,84143,17.20254886,-43.23849039,,ς,Sco,,3.32,2000.25
2136,84177,17.20772381,10.58522897,37,,Oph,,5.32,2000.25
2137,84345,17.24412845,14.39025314,64,α¹,Her,Rasalgethi,2.78,2000.25
2138,84379,17.25053449,24.83958739,65,δ,Her,,3.12,2000.25
2139,84380,17.25079285,36.80915527,67,π,Her,,3.16,2000.25
2140,84405,17.25591313,-26.60004896,36,,Oph,,4.33,2000.25
2141,84514,17.27686266,-0.44514192,41,,Oph,,4.72,2000.25
2142,84535,17.28257238,89.03771546,,λ,UMi,,6.31,2000.25
2143,84573,17.28876958,33.10011419,68,,Her,,4.8,2000.25
2144,84606,17.29452385,37.29134328,69,,Her,,4.64,2000.25
2145,84625,17.30017831,-24.28408423,39,ο,Oph,,6.59,2000.25
2146,84626,17.30019909,-24.28688289,39,ο,Oph,,5.14,2000.25
2147,84835,17.33920748,46.24068047,74,,Her,,5.51,2000.25
2148,84862,17.3442982,32.47027246,72,,Her,,5.38,2000.25
2149,84880,17.34712098,-12.846882,53,ν,Ser,,4.32,2000.25
2150,84887,17.348394,24.49943984,70,,Her,,5.13,2000.25
2151,84893,17.35005841,-21.11243499,40,ξ,Oph,,4.39,2000.25
2152,84969,17.36653743,-67.7706496,,ζ,Aps,,4.76,2000.25
2153,84970,17.36682891,-24.99948797,42,θ,Oph,,3.27,2000.25
2154,84979,17.36829971,-70.12317887,,ι,Aps,,5.39,2000.25
2155,85079,17.38780026,-47.4681538,,ι,Ara,,5.21,2000.25
2156,85084,17.3893308,-28.14276032,43,,Oph,,5.3,2000.25
2157,85112,17.39471468,37.14592396,75,ρ,Her,,4.15,2000.25
2158,85157,17.40183743,22.96037466,73,,Her,,5.7,2000.25
2159,85258,17.42166588,-55.52982397,,β,Ara,,2.84,2000.25
2160,85267,17.42323884,-56.37768824,,γ,Ara,,3.31,2000.25
2161,85312,17.43334144,-50.63353205,,κ,Ara,,5.19,2000.25
2162,85340,17.43950482,-24.17502346,44,,Oph,,4.16,2000.25
2163,85355,17.441911,4.14034239,49,σ,Oph,,4.34,2000.25
2164,85379,17.44562285,48.26007218,77,,Her,,5.83,2000.25
2165,85423,17.45590667,-29.86669942,45,,Oph,,4.28,2000.25
2166,85670,17.5072158,52.30135901,23,β,Dra,,2.79,2000.25
2167,85693,17.512305,26.1106045,76,λ,Her,,4.41,2000.25
2168,85696,17.512733,-37.29574016,34,υ,Sco,,2.7,2000.25
2169,85699,17.51304716,86.96802383,24,,UMi,,5.78,2000.25
2170,85727,17.51832693,-60.68360667,,δ,Ara,,3.6,2000.25
2171,85755,17.52359746,-23.96258036,51,,Oph,,4.78,2000.25
2172,85790,17.53043733,28.40743646,78,,Her,,5.66,2000.25
2173,85792,17.53070044,-49.87598159,,α,Ara,,2.84,2000.25
2174,85805,17.53274721,68.13470186,27,,Dra,,5.07,2000.25
2175,85819,17.53622721,55.18411077,24,ν¹,Dra,,4.89,2000.25
2176,85822,17.53691588,86.58632924,23,δ,UMi,,4.35,2000.25
2177,85829,17.53774416,55.17280674,25,ν²,Dra,,4.86,2000.25
2178,85927,17.56014624,-37.10374835,35,λ,Sco,Shaula,1.62,2000.25
2179,85998,17.57685855,9.58672378,53,,Oph,,5.8,2000.25
2180,86032,17.58222354,12.56057584,55,α,Oph,Rasalhague,2.08,2000.25
2181,86036,17.58312521,61.8758315,26,,Dra,,5.23,2000.25
2182,86060,17.58847257,-22.04380131,52,,Oph,,6.47,2000.25
2183,86092,17.59433647,-46.50559076,1,σ,Ara,,4.56,2000.25
2184,86182,17.61045164,48.58547866,82,,Her,,5.35,2000.25
2185,86201,17.61585831,68.75718933,28,ω,Dra,,4.77,2000.25
2186,86228,17.62197938,-42.99782155,,θ,Sco,,1.86,2000.25
2187,86254,17.62530516,24.3099689,79,,Her,,5.76,2000.25
2188,86263,17.62645145,-15.39840835,55,ξ,Ser,,3.54,2000.25
2189,86284,17.63075549,-8.11872126,57,μ,Oph,,4.58,2000.25
2190,86305,17.63487953,-54.50007025,,π,Ara,,5.25,2000.25
2191,86414,17.65774789,46.00632216,85,ι,Her,,3.82,2000.25
2192,86486,17.67325897,-49.41515481,,λ,Ara,,4.76,2000.25
2193,86565,17.69025458,-12.87517268,56,ο,Ser,,4.24,2000.25
2194,86614,17.69897418,72.14949916,31,ψ¹,Dra,,4.57,2000.25
2195,86620,17.69945511,72.15757591,31,ψ¹,Dra,,5.81,2000.25
2196,86667,17.70788815,24.56431006,83,,Her,,5.56,2000.25
2197,86670,17.70813327,-39.02992092,,κ,Sco,,2.39,2000.25
2198,86731,17.72267744,24.32764591,84,,Her,,5.73,2000.25
2199,86736,17.72384859,-21.68308566,58,,Oph,,4.86,2000.25
2200,86742,17.72454914,4.56691684,60,β,Oph,,2.76,2000.25
2201,86796,17.73575474,-51.83358836,,μ,Ara,,5.12,2000.25
2202,86831,17.74280236,2.57940751,61,,Oph,,6.16,2000.25
2203,86929,17.76222289,-64.7237345,,ς,Pav,,3.61,2000.25
2204,86974,17.77436636,27.72249917,86,μ,Her,,3.42,2000.25
2205,87072,17.79267418,-27.83076255,3,,Sgr,,4.53,2000.25
2206,87073,17.79307809,-40.12698197,,ι¹,Sco,,2.99,2000.25
2207,87108,17.79821501,2.70745875,62,γ,Oph,,3.75,2000.25
2208,87194,17.81365252,25.62296216,87,,Her,,5.09,2000.25
2209,87212,17.8178705,50.78054478,30,,Dra,,5.02,2000.25
2210,87234,17.82414913,76.96227797,35,,Dra,,5.02,2000.25
2211,87280,17.83425934,48.39411945,88,,Her,,6.78,2000.25
2212,87294,17.83641944,-40.09042823,,ι²,Sco,,4.78,2000.25
2213,87563,17.88833939,40.00783707,90,,Her,,5.17,2000.25
2214,87585,17.8921193,56.87245216,32,ξ,Dra,,3.73,2000.25
2215,87728,17.91976051,72.00513388,34,ψ²,Dra,,5.43,2000.25
2216,87747,17.9236628,26.04997848,89,,Her,,5.47,2000.25
2217,87808,17.93754959,37.25052158,91,θ,Her,,3.86,2000.25
2218,87833,17.94343829,51.48895101,33,γ,Dra,Etamin,2.24,2000.25
2219,87933,17.96273073,29.24792527,92,ξ,Her,,3.7,2000.25
2220,87998,17.97504159,30.18926892,94,ν,Her,,4.41,2000.25
2221,88048,17.9837771,-9.77334973,64,ν,Oph,,3.32,2000.25
2222,88116,17.99654353,-23.81601126,4,,Sgr,,4.74,2000.25
2223,88127,18.00093484,80.00052413,40,,Dra,,6.11,2000.25
2224,88128,18.00095018,16.75094481,93,,Her,,4.67,2000.25
2225,88136,18.00251852,80.00379394,41,,Dra,,5.74,2000.25
2226,88149,18.00438821,4.36864674,66,,Oph,,4.79,2000.25
2227,88175,18.00803345,-3.69016112,57,ζ,Ser,,4.62,2000.25
2228,88192,18.01075431,2.93158759,67,,Oph,,3.93,2000.25
2229,88258,18.02308954,-17.15685222,6,,Sgr,,6.27,2000.25
2230,88267,18.02511192,21.59568814,95,,Her,,4.26,2000.25
2231,88290,18.02921931,1.30510936,68,,Oph,,4.42,2000.25
2232,88331,18.03973602,20.83364838,96,,Her,,5.25,2000.25
2233,88346,18.04170979,22.92324285,97,,Her,,6.22,2000.25
2234,88380,18.04752718,-24.28242475,7,,Sgr,,5.37,2000.25
2235,88404,18.05136409,-8.18025785,69,τ,Oph,,4.77,2000.25
2236,88469,18.0645679,-24.36072589,9,,Sgr,,5.89,2000.25
2237,88567,18.08367292,-29.5800762,,γ¹,Sgr,,4.66,2000.25
2238,88601,18.09089245,2.50243928,70,,Oph,,4.03,2000.25
2239,88635,18.09681239,-30.42365007,10,γ²,Sgr,,2.98,2000.25
2240,88657,18.10053019,22.21889206,98,,Her,,4.96,2000.25
2241,88714,18.11052188,-50.09145462,,θ,Ara,,3.65,2000.25
2242,88745,18.11711321,30.56186809,99,,Her,,5.05,2000.25
2243,88765,18.12176509,8.73379361,71,,Oph,,4.64,2000.25
2244,88771,18.12250574,9.56365345,72,,Oph,,3.71,2000.25
2245,88794,18.12570854,28.76247025,103,ο,Her,,3.84,2000.25
2246,88817,18.1304192,26.09726716,100,,Her,,5.79,2000.25
2247,88818,18.13043402,26.10122114,100,,Her,,5.83,2000.25
2248,88866,18.14299745,-63.66804844,,π,Pav,,4.33,2000.25
2249,88886,18.14597017,20.81457203,102,,Her,,4.37,2000.25
2250,88899,18.1480162,20.04528382,101,,Her,,5.1,2000.25
2251,88964,18.15940668,3.99328654,73,,Oph,,5.71,2000.25
2252,89042,18.17396096,-62.00276787,,ι,Pav,,5.47,2000.25
2253,89112,18.18716006,-45.95432704,,ε,Tel,,4.52,2000.25
2254,89153,18.19536888,-23.70116777,11,,Sgr,,4.96,2000.25
2255,89172,18.19837968,31.4052884,104,,Her,,4.96,2000.25
2256,89341,18.2293913,-21.05883031,13,μ,Sgr,,3.84,2000.25
2257,89348,18.23148847,64.39719935,36,,Dra,,4.99,2000.25
2258,89369,18.23775282,-21.71310708,14,,Sgr,,5.49,2000.25
2259,89439,18.25358485,-20.7282667,15,,Sgr,,5.29,2000.25
2260,89440,18.25360254,-20.38796936,16,,Sgr,,5.96,2000.25
2261,89448,18.25473581,68.75596485,37,,Dra,,5.96,2000.25
2262,89642,18.29381366,-36.76128103,,ς,Sgr,,3.1,2000.25
2263,89773,18.31963182,24.44604619,105,,Her,,5.3,2000.25
2264,89826,18.33103366,36.06444696,1,κ,Lyr,,4.33,2000.25
2265,89861,18.33830655,21.9614409,106,,Her,,4.92,2000.25
2266,89908,18.34595588,71.33772734,43,φ,Dra,,4.22,2000.25
2267,89918,18.34779503,3.37714467,74,,Oph,,4.85,2000.25
2268,89925,18.34915817,29.85879387,108,,Her,,5.61,2000.25
2269,89931,18.34989489,-29.82803914,19,δ,Sgr,,2.72,2000.25
2270,89935,18.35028265,28.86983516,107,,Her,,5.12,2000.25
2271,89937,18.35064971,72.73369763,44,χ,Dra,,3.55,2000.25
2272,89962,18.35525571,-2.897122,58,ς,Ser,,3.23,2000.25
2273,90098,18.38711682,-61.49390506,,ξ,Pav,,4.35,2000.25
2274,90133,18.39345508,-75.04432557,,φ,Oct,,5.47,2000.25
2275,90135,18.3943205,-8.93451038,,ζ,Sct,,4.66,2000.25
2276,90139,18.39493521,21.77034249,109,,Her,,3.85,2000.25
2277,90156,18.39851359,58.8005852,39,,Dra,,4.98,2000.25
2278,90185,18.40287397,-34.3843146,20,ε,Sgr,Kaus Australis,1.79,2000.25
2279,90191,18.40383382,39.50724983,2,μ,Lyr,,5.11,2000.25
2280,90260,18.41708688,-30.75640093,18,,Sgr,,5.58,2000.25
2281,90289,18.42250987,-20.54160918,21,,Sgr,,4.81,2000.25
2282,90344,18.43305219,65.56354628,42,,Dra,,4.82,2000.25
2283,90422,18.44956396,-45.96832919,,α,Tel,,3.49,2000.25
2284,90441,18.45347498,0.19612982,59,,Ser,,5.2,2000.25
2285,90496,18.46618597,-25.42124732,22,λ,Sgr,,2.82,2000.25
2286,90568,18.48048221,-49.07003097,,ζ,Tel,,4.1,2000.25
2287,90595,18.48662553,-14.56580499,,γ,Sct,,4.67,2000.25
2288,90642,18.49471179,-1.98522563,60,,Ser,,5.38,2000.25
2289,90797,18.52289626,-62.27819116,,ν,Pav,,4.63,2000.25
2290,90830,18.52928779,-45.9147436,,δ¹,Tel,,4.92,2000.25
2291,90844,18.53249682,-1.00296614,61,,Ser,,5.93,2000.25
2292,90853,18.53387342,-45.7573539,,δ²,Tel,,5.07,2000.25
2293,90905,18.54292285,57.04561627,45,,Dra,,4.77,2000.25
2294,90969,18.55641111,-38.7200027,,κ²,CrA,,6.31,2000.25
2295,90968,18.55642591,-38.72593259,,κ¹,CrA,,5.67,2000.25
2296,90982,18.5583778,-42.31245871,,θ,CrA,,4.62,2000.25
2297,91004,18.56485771,-24.03226534,24,,Sgr,,5.49,2000.25
2298,91066,18.57576698,-24.22238928,25,,Sgr,,6.53,2000.25
2299,91117,18.58678829,-8.24330819,,α,Sct,,3.85,2000.25
2300,91262,18.61560722,38.78299311,3,α,Lyr,Vega,0.03,2000.25
2301,91689,18.69766952,-23.83335457,26,,Sgr,,6.22,2000.25
2302,91726,18.7045617,-9.05255357,,δ,Sct,,4.7,2000.25
2303,91755,18.71054339,55.53940044,46,,Dra,,5.03,2000.25
2304,91792,18.71725939,-71.42772867,,ζ,Pav,,4.01,2000.25
2305,91845,18.7253445,-8.27524299,,ε,Sct,,4.88,2000.25
2306,91875,18.72970586,-38.32331062,,λ,CrA,,5.11,2000.25
2307,91919,18.73898258,39.66997686,4,ε¹,Lyr,,4.67,2000.25
2308,91926,18.73965995,39.61259557,5,ε²,Lyr,,4.59,2000.25
2309,91971,18.7462044,37.60505025,6,ζ¹,Lyr,,4.34,2000.25
2310,91973,18.74671939,37.59456466,7,ζ²,Lyr,,5.73,2000.25
2311,91975,18.7472036,2.06007487,4,,Aql,,5.02,2000.25
2312,92041,18.76093138,-26.9907794,27,φ,Sgr,,3.17,2000.25
2313,92043,18.76103644,20.54712356,110,,Her,,4.19,2000.25
2314,92111,18.77238567,-22.39218449,28,,Sgr,,5.37,2000.25
2315,92112,18.77285107,75.43379735,50,,Dra,,5.37,2000.25
2316,92117,18.7746063,-0.96163956,5,,Aql,,5.89,2000.25
2317,92161,18.78367287,18.18122968,111,,Her,,4.34,2000.25
2318,92175,18.7862437,-4.74782871,,β,Sct,,4.22,2000.25
2319,92226,18.79572209,-40.40612167,,μ,CrA,,5.2,2000.25
2320,92294,18.81054386,-65.07748945,,θ,Pav,,5.71,2000.25
2321,92308,18.81401959,-43.67999681,,ς¹,CrA,,5.46,2000.25
2322,92382,18.82638836,-43.4340401,,ς²,CrA,,5.6,2000.25
2323,92390,18.8278076,-20.32474038,29,,Sgr,,5.22,2000.25
2324,92398,18.82942019,32.81283298,8,ν¹,Lyr,,5.93,2000.25
2325,92405,18.83136802,32.55108873,9,ν²,Lyr,,5.22,2000.25
2326,92420,18.83466497,33.36267788,10,β,Lyr,,3.52,2000.25
2327,92480,18.84736154,-22.16210451,30,,Sgr,,6.29,2000.25
2328,92512,18.85333516,59.38828895,47,ο,Dra,,4.63,2000.25
2329,92524,18.85615478,-3.3178048,8,,Aql,,6.08,2000.25
2330,92609,18.87028792,-62.18756062,,λ,Pav,,4.22,2000.25
2331,92614,18.87123129,21.42516648,112,,Her,,5.43,2000.25
2332,92646,18.87766837,-52.10713766,,κ,Tel,,5.18,2000.25
2333,92728,18.89543292,36.97172755,11,δ¹,Lyr,,5.58,2000.25
2334,92747,18.9000251,-21.35979587,33,,Sgr,,5.68,2000.25
2335,92761,18.90282646,-22.7448202,32,ν¹,Sgr,,4.86,2000.25
2336,92782,18.90660174,71.29708956,52,υ,Dra,,4.82,2000.25
2337,92791,18.90841352,36.89860518,12,δ²,Lyr,,4.22,2000.25
2338,92818,18.91246698,22.64507357,113,,Her,,4.57,2000.25
2339,92824,18.91323566,-87.60551487,,χ,Oct,,5.29,2000.25
2340,92845,18.91863112,-22.67125323,35,ν²,Sgr,,5.0,2000.25
2341,92855,18.92108797,-26.29659428,34,σ,Sgr,Nunki,2.05,2000.25
2342,92862,18.92224587,43.9458926,13,,Lyr,,4.08,2000.25
2343,92946,18.93698898,4.20352956,63,θ¹,Ser,,4.62,2000.25
2344,92951,18.93739246,4.20205672,63,θ²,Ser,,4.98,2000.25
2345,92997,18.94585539,57.81499531,48,,Dra,,5.67,2000.25
2346,93015,18.94917796,-67.23353511,,κ,Pav,,4.4,2000.25
2347,93026,18.95100947,-5.84621426,,ς,Sct,,4.83,2000.25
2348,93051,18.95460927,2.5353768,64,,Ser,,5.56,2000.25
2349,93057,18.95568824,-20.65633439,36,ξ¹,Sgr,,5.02,2000.25
2350,93085,18.96216103,-21.10662433,37,ξ²,Sgr,,3.52,2000.25
2351,93148,18.97437645,-52.93860748,,λ,Tel,,4.85,2000.25
2352,93163,18.97683186,-60.20062859,,ω,Pav,,5.14,2000.25
2353,93174,18.97874276,-37.10708855,,ε,CrA,,4.83,2000.25
2354,93179,18.97970098,13.90677273,10,,Aql,,5.91,2000.25
2355,93194,18.98239571,32.68955312,14,γ,Lyr,,3.25,2000.25
2356,93203,18.98492467,13.62254853,11,,Aql,,5.27,2000.25
2357,93244,18.99371922,15.06847757,13,ε,Aql,,4.02,2000.25
2358,93279,19.00022817,32.14549051,15,λ,Lyr,,4.94,2000.25
2359,93340,19.0120742,55.65831944,49,,Dra,,5.51,2000.25
2360,93408,19.0239888,46.93502175,16,,Lyr,,5.0,2000.25
2361,93429,19.02801149,-5.73901832,12,,Aql,,4.02,2000.25
2362,93506,19.04353428,-29.88011429,38,ζ,Sgr,,2.6,2000.25
2363,93526,19.04846997,-3.69900363,14,,Aql,,5.4,2000.25
2364,93542,19.05189794,-42.09499443,,ζ,CrA,,4.74,2000.25
2365,93683,19.07803717,-21.74135451,39,ο,Sgr,,3.76,2000.25
2366,93713,19.08199155,53.39660317,51,,Dra,,5.4,2000.25
2367,93717,19.0826832,-4.03135505,15,,Aql,,5.4,2000.25
2368,93747,19.09017012,13.86370983,17,ζ,Aql,,2.99,2000.25
2369,93805,19.10415275,-4.88233456,16,λ,Aql,,3.43,2000.25
2370,93815,19.10553461,-52.34063012,,ρ,Tel,,5.17,2000.25
2371,93825,19.10695543,-37.06275714,,γ,CrA,,4.23,2000.25
2372,93864,19.11567841,-27.66981416,40,τ,Sgr,,3.32,2000.25
2373,93867,19.1162787,11.07130501,18,,Aql,,5.07,2000.25
2374,93903,19.12170263,36.10016754,18,ι,Lyr,,5.25,2000.25
2375,93917,19.12374874,32.50166027,17,,Lyr,,5.2,2000.25
2376,94005,19.13914805,-40.4966376,,δ,CrA,,4.57,2000.25
2377,94068,19.14997707,6.07339716,19,,Aql,,5.23,2000.25
2378,94083,19.15270791,76.56079335,59,,Dra,,5.11,2000.25
2379,94114,19.15785508,-37.90423953,,α,CrA,,4.11,2000.25
2380,94140,19.16272261,65.97844349,55,,Dra,,6.26,2000.25
2381,94141,19.1627316,-21.02352534,41,π,Sgr,,2.88,2000.25
2382,94160,19.16715345,-39.34070677,,β,CrA,,4.1,2000.25
2383,94302,19.19458917,56.85909594,53,,Dra,,5.13,2000.25
2384,94311,19.19611418,31.2834636,19,,Lyr,,5.93,2000.25
2385,94376,19.20920972,67.66131695,57,δ,Dra,,3.07,2000.25
2386,94385,19.21130657,-7.93950077,20,,Aql,,5.35,2000.25
2387,94477,19.22852764,2.2937137,21,,Aql,,5.14,2000.25
2388,94481,19.22930243,39.14596968,20,ς,Lyr,,4.43,2000.25
2389,94490,19.23199019,57.70525514,54,,Dra,,5.0,2000.25
2390,94620,19.25481643,21.23209944,1,,Sge,,5.65,2000.25
2391,94643,19.25899921,-25.25660677,42,ψ,Sgr,,4.86,2000.25
2392,94648,19.25924825,73.35521457,60,τ,Dra,,4.45,2000.25
2393,94703,19.27028877,21.39044277,1,,Vul,,4.76,2000.25
2394,94713,19.27280428,38.13372778,21,θ,Lyr,,4.35,2000.25
2395,94724,19.27461125,-69.19075492,,τ,Pav,,6.25,2000.25
2396,94727,19.27528416,4.83482079,22,,Aql,,5.59,2000.25
2397,94779,19.28503052,53.36816064,1,κ,Cyg,,3.8,2000.25
2398,94820,19.29391266,-18.95288215,43,,Sgr,,4.88,2000.25
2399,94827,19.29545424,23.02554904,2,,Vul,,5.46,2000.25
2400,94834,19.296944,11.59539126,25,ω¹,Aql,,5.28,2000.25
2401,94885,19.30902467,1.08508548,23,,Aql,,5.1,2000.25
2402,94913,19.31414832,0.33900138,24,,Aql,,6.4,2000.25
2403,94982,19.32759598,12.37463918,28,,Aql,,5.53,2000.25
2404,95002,19.33140012,11.53491074,29,ω²,Aql,,6.03,2000.25
2405,95066,19.34245505,-5.41587489,26,,Aql,,4.98,2000.25
2406,95073,19.34324532,-0.89216854,27,,Aql,,5.46,2000.25
2407,95081,19.34446443,65.7144303,58,π,Dra,,4.6,2000.25
2408,95168,19.36121535,-17.84725155,44,ρ¹,Sgr,,3.92,2000.25
2409,95176,19.36211722,-15.95500233,46,υ,Sgr,,4.52,2000.25
2410,95188,19.36412019,-18.30816237,45,ρ²,Sgr,,5.84,2000.25
2411,95241,19.37730181,-44.45891013,,β¹,Sgr,,3.96,2000.25
2412,95260,19.38080138,26.2624297,3,,Vul,,5.22,2000.25
2413,95261,19.38088349,-54.42372882,,ς,Tel,,5.03,2000.25
2414,95294,19.38696127,-44.79964788,,β²,Sgr,,4.27,2000.25
2415,95347,19.3980976,-40.61564629,,α,Sgr,,3.96,2000.25
2416,95372,19.40210326,29.6213112,2,,Cyg,,4.99,2000.25
2417,95398,19.40613243,16.93775593,2,,Sge,,6.27,2000.25
2418,95447,19.4160473,11.94285122,31,,Aql,,5.17,2000.25
2419,95477,19.42123628,-24.50844892,47,χ¹,Sgr,,5.02,2000.25
2420,95498,19.42459542,19.79853912,4,,Vul,,5.14,2000.25
2421,95503,19.42490874,-23.96242415,49,χ³,Sgr,,5.45,2000.25
2422,95501,19.42493129,3.11457923,30,δ,Aql,,3.36,2000.25
2423,95556,19.43586774,36.31786478,4,,Cyg,,5.17,2000.25
2424,95560,19.43701223,20.09782036,5,,Vul,,5.6,2000.25
2425,95564,19.43864824,-21.77668185,50,,Sgr,,5.57,2000.25
2426,95585,19.44196935,0.33857566,32,ν,Aql,,4.64,2000.25
2427,95656,19.45721404,52.32050263,7,ι¹,Cyg,,5.73,2000.25
2428,95771,19.4784475,24.66516482,6,α,Vul,,4.44,2000.25
2429,95785,19.48252154,24.76868131,8,,Vul,,5.82,2000.25
2430,95793,19.48360792,1.95052861,35,,Aql,,5.79,2000.25
2431,95818,19.48913785,20.27977762,7,,Vul,,6.34,2000.25
2432,95853,19.49509425,51.72946747,10,ι²,Cyg,,3.76,2000.25
2433,95932,19.50960344,-55.11002087,,μ,Tel,,6.29,2000.25
2434,95937,19.51106221,-2.78886135,36,,Aql,,5.03,2000.25
2435,95947,19.51202368,27.9596948,6,β¹,Cyg,,3.05,2000.25
